,time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
126,2022-05-08T00:00:00.0000000Z,2022-05-09T00:00:00.0000000Z,2022-05-08T00:00:00.1820000Z,2022-05-08T23:59:59.3860000Z,0.074289,0.074825,0.0731,0.074017,139747.2781,185688
127,2022-05-09T00:00:00.0000000Z,2022-05-10T00:00:00.0000000Z,2022-05-09T00:00:00.2600000Z,2022-05-09T23:59:59.8080000Z,0.074017,0.074415,0.0721,0.074117,233837.59159999999,338867
128,2022-05-10T00:00:00.0000000Z,2022-05-11T00:00:00.0000000Z,2022-05-10T00:00:00.4930000Z,2022-05-10T23:59:56.0620000Z,0.074105,0.076316,0.073518,0.075516,225197.22100000002,381813
129,2022-05-11T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,2022-05-11T00:00:00.2320000Z,2022-05-11T23:59:59.8700000Z,0.075502,0.076874,0.07151,0.071658,267848.17269999994,568518
130,2022-05-12T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,2022-05-12T00:00:00.4470000Z,2022-05-12T23:59:55.6060000Z,0.071657,0.072687,0.0663,0.067521,303240.1941,583820
131,2022-05-13T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,2022-05-13T00:00:00.8890000Z,2022-05-13T23:59:57.0910000Z,0.067523,0.069547,0.067326,0.068624,174996.9745,259886
132,2022-05-14T00:00:00.0000000Z,2022-05-15T00:00:00.0000000Z,2022-05-14T00:00:01.9290000Z,2022-05-14T23:59:53.8400000Z,0.068625,0.069517,0.067822,0.068352,92404.7625,134423
133,2022-05-15T00:00:00.0000000Z,2022-05-16T00:00:00.0000000Z,2022-05-15T00:00:03.7430000Z,2022-05-15T23:59:57.5460000Z,0.068351,0.069294,0.067608,0.068484,97017.9154,131457
134,2022-05-16T00:00:00.0000000Z,2022-05-17T00:00:00.0000000Z,2022-05-16T00:00:00.2640000Z,2022-05-16T23:59:59.9000000Z,0.068482,0.068586,0.067308,0.067728,154826.82530000005,192161
135,2022-05-17T00:00:00.0000000Z,2022-05-18T00:00:00.0000000Z,2022-05-17T00:00:00.5920000Z,2022-05-17T23:59:58.4480000Z,0.067742,0.069016,0.067697,0.068674,119668.31970000002,148847
136,2022-05-18T00:00:00.0000000Z,2022-05-19T00:00:00.0000000Z,2022-05-18T00:00:02.8220000Z,2022-05-18T23:59:59.4570000Z,0.068671,0.068929,0.066572,0.066686,181176.42819999997,205512
137,2022-05-19T00:00:00.0000000Z,2022-05-20T00:00:00.0000000Z,2022-05-19T00:00:00.2450000Z,2022-05-19T23:59:59.9740000Z,0.066688,0.067201,0.066136,0.066606,230258.87390000004,242278
138,2022-05-20T00:00:00.0000000Z,2022-05-21T00:00:00.0000000Z,2022-05-20T00:00:02.6830000Z,2022-05-20T23:59:54.6660000Z,0.06661,0.0676,0.066484,0.067094,170444.1643,199392
139,2022-05-21T00:00:00.0000000Z,2022-05-22T00:00:00.0000000Z,2022-05-21T00:00:04.2270000Z,2022-05-21T23:59:56.8590000Z,0.067094,0.067493,0.066838,0.067078,57333.72,79015
140,2022-05-22T00:00:00.0000000Z,2022-05-23T00:00:00.0000000Z,2022-05-22T00:00:00.7030000Z,2022-05-22T23:59:58.8930000Z,0.067078,0.067607,0.066991,0.067443,111259.66519999996,142578
141,2022-05-23T00:00:00.0000000Z,2022-05-24T00:00:00.0000000Z,2022-05-23T00:00:00.0810000Z,2022-05-23T23:59:59.5650000Z,0.067444,0.06835,0.067204,0.067791,187182.06630000003,228193
142,2022-05-24T00:00:00.0000000Z,2022-05-25T00:00:00.0000000Z,2022-05-24T00:00:01.1100000Z,2022-05-24T23:59:42.7810000Z,0.06779,0.067991,0.066409,0.066725,50698.08629999999,66419
143,2022-05-25T00:00:00.0000000Z,2022-05-26T00:00:00.0000000Z,2022-05-25T00:00:06.3450000Z,2022-05-25T23:59:59.0720000Z,0.066735,0.067031,0.065622,0.065759,85263.4252,105098
144,2022-05-26T00:00:00.0000000Z,2022-05-27T00:00:00.0000000Z,2022-05-26T00:00:02.8050000Z,2022-05-26T23:59:59.4480000Z,0.06576,0.06588,0.06129,0.061367,198910.94579999996,259495
145,2022-05-27T00:00:00.0000000Z,2022-05-28T00:00:00.0000000Z,2022-05-27T00:00:00.2800000Z,2022-05-27T23:59:59.3250000Z,0.061373,0.062325,0.059793,0.060334,246186.55730000001,297971
146,2022-05-28T00:00:00.0000000Z,2022-05-29T00:00:00.0000000Z,2022-05-28T00:00:02.7710000Z,2022-05-28T23:59:49.9260000Z,0.060334,0.062217,0.060159,0.061731,146078.35259999998,139847
147,2022-05-29T00:00:00.0000000Z,2022-05-30T00:00:00.0000000Z,2022-05-29T00:00:11.5540000Z,2022-05-29T23:59:47.2250000Z,0.061732,0.061962,0.061057,0.061541,90796.49839999998,96854
148,2022-05-30T00:00:00.0000000Z,2022-05-31T00:00:00.0000000Z,2022-05-30T00:00:08.4190000Z,2022-05-30T23:59:59.4320000Z,0.061541,0.063098,0.061441,0.062991,149815.4541,178438
149,2022-05-31T00:00:00.0000000Z,2022-06-01T00:00:00.0000000Z,2022-05-31T00:00:01.2990000Z,2022-05-31T23:59:58.2280000Z,0.062991,0.063269,0.06096,0.061062,157633.89329999997,215453
150,2022-06-01T00:00:00.0000000Z,2022-06-02T00:00:00.0000000Z,2022-06-01T00:00:00.7860000Z,2022-06-01T23:59:59.7730000Z,0.061062,0.061921,0.060128,0.060994,251980.7057,281678
151,2022-06-02T00:00:00.0000000Z,2022-06-03T00:00:00.0000000Z,2022-06-02T00:00:01.8580000Z,2022-06-02T23:59:55.1040000Z,0.060994,0.061444,0.059914,0.060228,215547.01229999997,250585
152,2022-06-03T00:00:00.0000000Z,2022-06-04T00:00:00.0000000Z,2022-06-03T00:00:01.7380000Z,2022-06-03T23:59:58.0740000Z,0.060228,0.060274,0.058912,0.059765,209728.23949999997,238790
153,2022-06-04T00:00:00.0000000Z,2022-06-05T00:00:00.0000000Z,2022-06-04T00:00:02.4770000Z,2022-06-04T23:59:59.2540000Z,0.059766,0.060609,0.059243,0.06042,106707.34560000003,132224
154,2022-06-05T00:00:00.0000000Z,2022-06-06T00:00:00.0000000Z,2022-06-05T00:00:03.2780000Z,2022-06-05T23:59:55.3900000Z,0.060421,0.060832,0.060019,0.060367,111911.14970000001,137349
155,2022-06-06T00:00:00.0000000Z,2022-06-07T00:00:00.0000000Z,2022-06-06T00:00:01.1330000Z,2022-06-06T23:59:56.5230000Z,0.060368,0.061011,0.059024,0.059281,226930.43529999998,266234
156,2022-06-07T00:00:00.0000000Z,2022-06-08T00:00:00.0000000Z,2022-06-07T00:00:00.0350000Z,2022-06-07T23:59:56.7590000Z,0.059282,0.059895,0.057584,0.058259,428305.35069999995,394859
157,2022-06-08T00:00:00.0000000Z,2022-06-09T00:00:00.0000000Z,2022-06-08T00:00:00.7970000Z,2022-06-08T23:59:58.8120000Z,0.058259,0.059659,0.058111,0.059321,366867.9151,313428
158,2022-06-09T00:00:00.0000000Z,2022-06-10T00:00:00.0000000Z,2022-06-09T00:00:00.9690000Z,2022-06-09T23:59:56.6210000Z,0.05932,0.059826,0.059101,0.059407,237537.2809,212087
159,2022-06-10T00:00:00.0000000Z,2022-06-11T00:00:00.0000000Z,2022-06-10T00:00:00.2040000Z,2022-06-10T23:59:55.8620000Z,0.059407,0.059664,0.057014,0.057158,346617.7872,333822
160,2022-06-11T00:00:00.0000000Z,2022-06-12T00:00:00.0000000Z,2022-06-11T00:00:04.5910000Z,2022-06-11T23:59:59.7820000Z,0.057158,0.05753,0.053006,0.053924,426377.61600000004,417120
161,2022-06-12T00:00:00.0000000Z,2022-06-13T00:00:00.0000000Z,2022-06-12T00:00:00.3850000Z,2022-06-12T23:59:59.9980000Z,0.053925,0.054768,0.052328,0.054003,571105.0371,452958
162,2022-06-13T00:00:00.0000000Z,2022-06-14T00:00:00.0000000Z,2022-06-13T00:00:00.0280000Z,2022-06-13T23:59:59.6680000Z,0.053997,0.054178,0.049081,0.053793,839812.2076999998,757126
163,2022-06-14T00:00:00.0000000Z,2022-06-15T00:00:00.0000000Z,2022-06-14T00:00:00.4970000Z,2022-06-14T23:59:59.4630000Z,0.053792,0.055617,0.05105,0.054571,490289.6047,527068
164,2022-06-15T00:00:00.0000000Z,2022-06-16T00:00:00.0000000Z,2022-06-15T00:00:00.2130000Z,2022-06-15T23:59:59.2890000Z,0.054607,0.05573,0.050353,0.054807,563906.7934000001,598760
165,2022-06-16T00:00:00.0000000Z,2022-06-17T00:00:00.0000000Z,2022-06-16T00:00:00.0290000Z,2022-06-16T23:59:57.4930000Z,0.054806,0.055169,0.051953,0.052371,285613.83239999996,348526
166,2022-06-17T00:00:00.0000000Z,2022-06-18T00:00:00.0000000Z,2022-06-17T00:00:00.0430000Z,2022-06-17T23:59:59.1580000Z,0.052372,0.053295,0.051743,0.053097,225588.31149999995,282863
167,2022-06-18T00:00:00.0000000Z,2022-06-19T00:00:00.0000000Z,2022-06-18T00:00:00.7810000Z,2022-06-18T23:59:57.5900000Z,0.053097,0.0531,0.049916,0.052445,321199.2854,407033
168,2022-06-19T00:00:00.0000000Z,2022-06-20T00:00:00.0000000Z,2022-06-19T00:00:01.1650000Z,2022-06-19T23:59:59.9880000Z,0.052445,0.056029,0.051538,0.054849,229604.97840000002,343613
169,2022-06-20T00:00:00.0000000Z,2022-06-21T00:00:00.0000000Z,2022-06-20T00:00:00.3460000Z,2022-06-20T23:59:57.7380000Z,0.054849,0.055822,0.053515,0.054833,301056.73159999994,344710
170,2022-06-21T00:00:00.0000000Z,2022-06-22T00:00:00.0000000Z,2022-06-21T00:00:00.4730000Z,2022-06-21T23:59:59.4280000Z,0.054833,0.055215,0.053565,0.054328,225751.4827,247635
171,2022-06-22T00:00:00.0000000Z,2022-06-23T00:00:00.0000000Z,2022-06-22T00:00:00.2340000Z,2022-06-22T23:59:54.0860000Z,0.054327,0.054436,0.05251,0.05254,216504.9179,227668
172,2022-06-23T00:00:00.0000000Z,2022-06-24T00:00:00.0000000Z,2022-06-23T00:00:00.2130000Z,2022-06-23T23:59:59.0010000Z,0.05254,0.054703,0.052503,0.054229,213542.32059999995,222447
173,2022-06-24T00:00:00.0000000Z,2022-06-25T00:00:00.0000000Z,2022-06-24T00:00:00.1310000Z,2022-06-24T23:59:59.9040000Z,0.054229,0.058304,0.05422,0.057685,241432.28870000003,282569
174,2022-06-25T00:00:00.0000000Z,2022-06-26T00:00:00.0000000Z,2022-06-25T00:00:00.4100000Z,2022-06-25T23:59:59.6400000Z,0.057686,0.058511,0.05636,0.057796,164293.4306,193335
175,2022-06-26T00:00:00.0000000Z,2022-06-27T00:00:00.0000000Z,2022-06-26T00:00:00.0130000Z,2022-06-26T23:59:59.6760000Z,0.057797,0.059159,0.056905,0.05694,184170.48540000003,199661
176,2022-06-27T00:00:00.0000000Z,2022-06-28T00:00:00.0000000Z,2022-06-27T00:00:00.7850000Z,2022-06-27T23:59:59.8280000Z,0.056937,0.058137,0.05691,0.057496,176791.79899999997,199414
177,2022-06-28T00:00:00.0000000Z,2022-06-29T00:00:00.0000000Z,2022-06-28T00:00:00.2290000Z,2022-06-28T23:59:53.6110000Z,0.057482,0.058572,0.056229,0.056411,211452.42460000003,222418
178,2022-06-29T00:00:00.0000000Z,2022-06-30T00:00:00.0000000Z,2022-06-29T00:00:00.7120000Z,2022-06-29T23:59:59.7810000Z,0.05641,0.056758,0.0544,0.054671,327986.1946,307343
179,2022-06-30T00:00:00.0000000Z,2022-07-01T00:00:00.0000000Z,2022-06-30T00:00:00.6110000Z,2022-06-30T23:59:59.5010000Z,0.054671,0.054896,0.053069,0.053715,298199.23209999996,290135
180,2022-07-01T00:00:00.0000000Z,2022-07-02T00:00:00.0000000Z,2022-07-01T00:00:00.1810000Z,2022-07-01T23:59:59.3060000Z,0.053716,0.055542,0.053231,0.054959,248813.1957,267275
181,2022-07-02T00:00:00.0000000Z,2022-07-03T00:00:00.0000000Z,2022-07-02T00:00:00.0630000Z,2022-07-02T23:59:58.7890000Z,0.054961,0.055603,0.054103,0.055416,148767.07300000006,162299
182,2022-07-03T00:00:00.0000000Z,2022-07-04T00:00:00.0000000Z,2022-07-03T00:00:00.0420000Z,2022-07-03T23:59:59.2570000Z,0.055416,0.056093,0.054902,0.055615,147392.4851,150282
183,2022-07-04T00:00:00.0000000Z,2022-07-05T00:00:00.0000000Z,2022-07-04T00:00:01.1650000Z,2022-07-04T23:59:52.2110000Z,0.055614,0.057285,0.05478,0.056879,214952.463,214457
184,2022-07-05T00:00:00.0000000Z,2022-07-06T00:00:00.0000000Z,2022-07-05T00:00:01.5310000Z,2022-07-05T23:59:59.7430000Z,0.05688,0.057496,0.055725,0.056143,236040.81750000003,241008
185,2022-07-06T00:00:00.0000000Z,2022-07-07T00:00:00.0000000Z,2022-07-06T00:00:00.3410000Z,2022-07-06T23:59:58.2900000Z,0.056142,0.058348,0.055917,0.057702,232955.3659,240889
186,2022-07-07T00:00:00.0000000Z,2022-07-08T00:00:00.0000000Z,2022-07-07T00:00:00.3440000Z,2022-07-07T23:59:59.6540000Z,0.057702,0.058769,0.056738,0.05721,213183.78039999996,231106
187,2022-07-08T00:00:00.0000000Z,2022-07-09T00:00:00.0000000Z,2022-07-08T00:00:00.0350000Z,2022-07-08T23:59:59.4300000Z,0.057216,0.057364,0.055937,0.056218,240386.5746,258978
188,2022-07-09T00:00:00.0000000Z,2022-07-10T00:00:00.0000000Z,2022-07-09T00:00:00.6810000Z,2022-07-09T23:59:58.2900000Z,0.056217,0.056605,0.056037,0.056369,96326.8874,122318
189,2022-07-10T00:00:00.0000000Z,2022-07-11T00:00:00.0000000Z,2022-07-10T00:00:17.3230000Z,2022-07-10T23:59:59.5660000Z,0.05637,0.056745,0.055415,0.055997,131159.1421,142449
190,2022-07-11T00:00:00.0000000Z,2022-07-12T00:00:00.0000000Z,2022-07-11T00:00:01.4570000Z,2022-07-11T23:59:59.5100000Z,0.055997,0.05635,0.054661,0.054923,107870.48779999999,147262
191,2022-07-12T00:00:00.0000000Z,2022-07-13T00:00:00.0000000Z,2022-07-12T00:00:03.4180000Z,2022-07-12T23:59:57.4210000Z,0.054923,0.054999,0.053461,0.053719,123681.9559,168704
192,2022-07-13T00:00:00.0000000Z,2022-07-14T00:00:00.0000000Z,2022-07-13T00:00:00.1190000Z,2022-07-13T23:59:58.1200000Z,0.05372,0.05523,0.053202,0.055105,179888.89690000002,256014
193,2022-07-14T00:00:00.0000000Z,2022-07-15T00:00:00.0000000Z,2022-07-14T00:00:01.1850000Z,2022-07-14T23:59:53.8010000Z,0.055105,0.05843,0.054522,0.057951,145359.16270000004,233074
194,2022-07-15T00:00:00.0000000Z,2022-07-16T00:00:00.0000000Z,2022-07-15T00:00:00.3550000Z,2022-07-15T23:59:59.5440000Z,0.05796,0.060717,0.057773,0.059105,156163.7084,256674
195,2022-07-16T00:00:00.0000000Z,2022-07-17T00:00:00.0000000Z,2022-07-16T00:00:00.6740000Z,2022-07-16T23:59:59.2900000Z,0.059106,0.06639,0.057946,0.063968,142618.8474,320279
196,2022-07-17T00:00:00.0000000Z,2022-07-18T00:00:00.0000000Z,2022-07-17T00:00:01.4080000Z,2022-07-17T23:59:58.0570000Z,0.063968,0.06525,0.0628,0.064357,110504.02440000001,278834
197,2022-07-18T00:00:00.0000000Z,2022-07-19T00:00:00.0000000Z,2022-07-18T00:00:03.2070000Z,2022-07-18T23:59:59.5140000Z,0.064366,0.070819,0.064335,0.070466,197921.4681,418029
198,2022-07-19T00:00:00.0000000Z,2022-07-20T00:00:00.0000000Z,2022-07-19T00:00:00.5370000Z,2022-07-19T23:59:59.6850000Z,0.070469,0.070986,0.065663,0.065928,210857.5171,432680
199,2022-07-20T00:00:00.0000000Z,2022-07-21T00:00:00.0000000Z,2022-07-20T00:00:00.5920000Z,2022-07-20T23:59:57.6340000Z,0.065927,0.067882,0.064812,0.065522,154294.60899999997,327639
200,2022-07-21T00:00:00.0000000Z,2022-07-22T00:00:00.0000000Z,2022-07-21T00:00:00.1250000Z,2022-07-21T23:59:56.6020000Z,0.065522,0.068952,0.064526,0.068049,117742.11539999998,275416
201,2022-07-22T00:00:00.0000000Z,2022-07-23T00:00:00.0000000Z,2022-07-22T00:00:01.3830000Z,2022-07-22T23:59:57.5330000Z,0.068048,0.070285,0.067301,0.06768,119095.6336,272688
202,2022-07-23T00:00:00.0000000Z,2022-07-24T00:00:00.0000000Z,2022-07-23T00:00:01.2890000Z,2022-07-23T23:59:58.6460000Z,0.06768,0.06954,0.067493,0.068981,79478.38430000002,219559
203,2022-07-24T00:00:00.0000000Z,2022-07-25T00:00:00.0000000Z,2022-07-24T00:00:02.2590000Z,2022-07-24T23:59:58.0000000Z,0.068982,0.072331,0.068981,0.070766,113567.1332,301730
204,2022-07-25T00:00:00.0000000Z,2022-07-26T00:00:00.0000000Z,2022-07-25T00:00:00.6180000Z,2022-07-25T23:59:59.5340000Z,0.070767,0.071012,0.067455,0.067604,130585.92629999999,299820
205,2022-07-26T00:00:00.0000000Z,2022-07-27T00:00:00.0000000Z,2022-07-26T00:00:00.1950000Z,2022-07-26T23:59:58.0550000Z,0.067601,0.068311,0.065136,0.068177,117186.22460000002,264998
206,2022-07-27T00:00:00.0000000Z,2022-07-28T00:00:00.0000000Z,2022-07-27T00:00:00.7050000Z,2022-07-27T23:59:59.5480000Z,0.068178,0.071664,0.067525,0.071265,117305.66339999999,315995
207,2022-07-28T00:00:00.0000000Z,2022-07-29T00:00:00.0000000Z,2022-07-28T00:00:02.2240000Z,2022-07-28T23:59:58.5920000Z,0.071265,0.073902,0.07015,0.072325,110907.9751,332499
208,2022-07-29T00:00:00.0000000Z,2022-07-30T00:00:00.0000000Z,2022-07-29T00:00:00.1960000Z,2022-07-29T23:59:59.9360000Z,0.072322,0.073218,0.070542,0.072417,95135.7499,301801
209,2022-07-30T00:00:00.0000000Z,2022-07-31T00:00:00.0000000Z,2022-07-30T00:00:00.7220000Z,2022-07-30T23:59:59.9600000Z,0.072417,0.072585,0.069834,0.071775,74543.46200000001,247939
210,2022-07-31T00:00:00.0000000Z,2022-08-01T00:00:00.0000000Z,2022-07-31T00:00:00.0380000Z,2022-07-31T23:59:59.8200000Z,0.071775,0.072806,0.071204,0.072049,62533.805100000005,221506
211,2022-08-01T00:00:00.0000000Z,2022-08-02T00:00:00.0000000Z,2022-08-01T00:00:02.7490000Z,2022-08-01T23:59:55.3100000Z,0.072049,0.072667,0.069841,0.070067,73515.8487,224421
212,2022-08-02T00:00:00.0000000Z,2022-08-03T00:00:00.0000000Z,2022-08-02T00:00:00.3550000Z,2022-08-02T23:59:59.9270000Z,0.070067,0.071851,0.06879,0.070955,103261.8939,324878
213,2022-08-03T00:00:00.0000000Z,2022-08-04T00:00:00.0000000Z,2022-08-03T00:00:00.5570000Z,2022-08-03T23:59:59.6530000Z,0.070955,0.07138,0.070001,0.070918,108497.83449999998,339281
214,2022-08-04T00:00:00.0000000Z,2022-08-05T00:00:00.0000000Z,2022-08-04T00:00:00.2090000Z,2022-08-04T23:59:59.4250000Z,0.070918,0.071835,0.070083,0.07108,110873.8175,318582
215,2022-08-05T00:00:00.0000000Z,2022-08-06T00:00:00.0000000Z,2022-08-05T00:00:00.1790000Z,2022-08-05T23:59:59.5310000Z,0.071081,0.07469,0.070984,0.074508,115343.85410000004,330338
216,2022-08-06T00:00:00.0000000Z,2022-08-07T00:00:00.0000000Z,2022-08-06T00:00:00.3530000Z,2022-08-06T23:59:59.3450000Z,0.074509,0.075079,0.073322,0.073651,78892.86429999999,216056
217,2022-08-07T00:00:00.0000000Z,2022-08-08T00:00:00.0000000Z,2022-08-07T00:00:00.1940000Z,2022-08-07T23:59:59.5590000Z,0.07365,0.0741,0.072936,0.073366,57666.855599999995,199488
218,2022-08-08T00:00:00.0000000Z,2022-08-09T00:00:00.0000000Z,2022-08-08T00:00:00.1880000Z,2022-08-08T23:59:59.8180000Z,0.073366,0.074976,0.072534,0.074636,83645.75770000002,246177
219,2022-08-09T00:00:00.0000000Z,2022-08-10T00:00:00.0000000Z,2022-08-09T00:00:00.7880000Z,2022-08-09T23:59:54.3990000Z,0.074633,0.074933,0.072786,0.073554,83673.08230000001,237175
220,2022-08-10T00:00:00.0000000Z,2022-08-11T00:00:00.0000000Z,2022-08-10T00:00:00.3470000Z,2022-08-10T23:59:59.5930000Z,0.073554,0.078,0.072927,0.077393,137518.3264,363318
221,2022-08-11T00:00:00.0000000Z,2022-08-12T00:00:00.0000000Z,2022-08-11T00:00:00.1740000Z,2022-08-11T23:59:59.9740000Z,0.077394,0.078745,0.076657,0.078554,108013.76359999998,299108
222,2022-08-12T00:00:00.0000000Z,2022-08-13T00:00:00.0000000Z,2022-08-12T00:00:00.0620000Z,2022-08-12T23:59:59.6870000Z,0.078553,0.0805,0.078152,0.080258,94752.78760000001,224476
223,2022-08-13T00:00:00.0000000Z,2022-08-14T00:00:00.0000000Z,2022-08-13T00:00:00.0700000Z,2022-08-13T23:59:57.7280000Z,0.080258,0.081653,0.079743,0.081153,89128.74540000001,239906
224,2022-08-14T00:00:00.0000000Z,2022-08-15T00:00:00.0000000Z,2022-08-14T00:00:00.1530000Z,2022-08-14T23:59:56.3750000Z,0.081154,0.081424,0.078928,0.079619,70754.0404,227161
225,2022-08-15T00:00:00.0000000Z,2022-08-16T00:00:00.0000000Z,2022-08-15T00:00:00.0460000Z,2022-08-15T23:59:58.6600000Z,0.079619,0.080616,0.078268,0.078828,100343.1016,269310
226,2022-08-16T00:00:00.0000000Z,2022-08-17T00:00:00.0000000Z,2022-08-16T00:00:00.0700000Z,2022-08-16T23:59:59.6250000Z,0.078825,0.079524,0.077921,0.078674,86018.4154,213445
227,2022-08-17T00:00:00.0000000Z,2022-08-18T00:00:00.0000000Z,2022-08-17T00:00:00.1170000Z,2022-08-17T23:59:59.5350000Z,0.078674,0.080083,0.077919,0.078584,108127.7941,258735
228,2022-08-18T00:00:00.0000000Z,2022-08-19T00:00:00.0000000Z,2022-08-18T00:00:00.0240000Z,2022-08-18T23:59:59.9800000Z,0.078585,0.080301,0.078215,0.079607,83548.1805,209450
229,2022-08-19T00:00:00.0000000Z,2022-08-20T00:00:00.0000000Z,2022-08-19T00:00:00.0110000Z,2022-08-19T23:59:59.9620000Z,0.079607,0.08097,0.076999,0.077235,155724.7931,351557
230,2022-08-20T00:00:00.0000000Z,2022-08-21T00:00:00.0000000Z,2022-08-20T00:00:00.1370000Z,2022-08-20T23:59:59.9920000Z,0.077233,0.077718,0.073337,0.074546,136907.42309999999,285838
231,2022-08-21T00:00:00.0000000Z,2022-08-22T00:00:00.0000000Z,2022-08-21T00:00:00.0500000Z,2022-08-21T23:59:59.2190000Z,0.074546,0.07606,0.074184,0.075204,106935.2583,259505
232,2022-08-22T00:00:00.0000000Z,2022-08-23T00:00:00.0000000Z,2022-08-22T00:00:03.1820000Z,2022-08-22T23:59:57.7080000Z,0.075204,0.076043,0.073126,0.075916,113676.55630000003,289724
233,2022-08-23T00:00:00.0000000Z,2022-08-24T00:00:00.0000000Z,2022-08-23T00:00:00.2030000Z,2022-08-23T23:59:59.6090000Z,0.075915,0.077476,0.074575,0.077359,91071.4158,269790
234,2022-08-24T00:00:00.0000000Z,2022-08-25T00:00:00.0000000Z,2022-08-24T00:00:01.0340000Z,2022-08-24T23:59:59.1990000Z,0.07736,0.078027,0.07575,0.077528,80951.42519999998,235193
235,2022-08-25T00:00:00.0000000Z,2022-08-26T00:00:00.0000000Z,2022-08-25T00:00:00.6790000Z,2022-08-25T23:59:59.7940000Z,0.077522,0.079382,0.07748,0.078635,74957.4588,206732
236,2022-08-26T00:00:00.0000000Z,2022-08-27T00:00:00.0000000Z,2022-08-26T00:00:00.6070000Z,2022-08-26T23:59:58.9290000Z,0.078635,0.078675,0.073955,0.074515,137397.03149999998,347952
237,2022-08-27T00:00:00.0000000Z,2022-08-28T00:00:00.0000000Z,2022-08-27T00:00:00.1510000Z,2022-08-27T23:59:59.6200000Z,0.074511,0.074768,0.072971,0.07442,124870.8112,312570
238,2022-08-28T00:00:00.0000000Z,2022-08-29T00:00:00.0000000Z,2022-08-28T00:00:00.0270000Z,2022-08-28T23:59:59.7670000Z,0.074421,0.075014,0.072863,0.072956,81505.0441,236064
239,2022-08-29T00:00:00.0000000Z,2022-08-30T00:00:00.0000000Z,2022-08-29T00:00:00.1480000Z,2022-08-29T23:59:59.8340000Z,0.072955,0.076883,0.072737,0.0765,106504.0999,274164
240,2022-08-30T00:00:00.0000000Z,2022-08-31T00:00:00.0000000Z,2022-08-30T00:00:00.2920000Z,2022-08-30T23:59:57.9240000Z,0.076497,0.078275,0.075288,0.076961,137006.8647,362723
241,2022-08-31T00:00:00.0000000Z,2022-09-01T00:00:00.0000000Z,2022-08-31T00:00:00.2780000Z,2022-08-31T23:59:58.0950000Z,0.076961,0.079247,0.076886,0.077517,117055.3035,359912
242,2022-09-01T00:00:00.0000000Z,2022-09-02T00:00:00.0000000Z,2022-09-01T00:00:00.2340000Z,2022-09-01T23:59:59.9750000Z,0.077517,0.079231,0.076808,0.078776,109116.7415,296102
243,2022-09-02T00:00:00.0000000Z,2022-09-03T00:00:00.0000000Z,2022-09-02T00:00:00.0480000Z,2022-09-02T23:59:47.9860000Z,0.078776,0.080766,0.078077,0.078958,91302.55720000001,251759
244,2022-09-03T00:00:00.0000000Z,2022-09-04T00:00:00.0000000Z,2022-09-03T00:00:01.2510000Z,2022-09-03T23:59:58.0930000Z,0.078957,0.078957,0.077657,0.07853,44654.873700000004,151685
245,2022-09-04T00:00:00.0000000Z,2022-09-05T00:00:00.0000000Z,2022-09-04T00:00:04.6640000Z,2022-09-04T23:59:59.9310000Z,0.07853,0.0794,0.07837,0.078954,39759.49799999999,136637
246,2022-09-05T00:00:00.0000000Z,2022-09-06T00:00:00.0000000Z,2022-09-05T00:00:00.7560000Z,2022-09-05T23:59:56.8410000Z,0.078948,0.082031,0.078941,0.081718,99437.9055,229605
247,2022-09-06T00:00:00.0000000Z,2022-09-07T00:00:00.0000000Z,2022-09-06T00:00:00.1780000Z,2022-09-06T23:59:59.9340000Z,0.081718,0.08481,0.081606,0.08296,130800.48040000001,328930
248,2022-09-07T00:00:00.0000000Z,2022-09-08T00:00:00.0000000Z,2022-09-07T00:00:00.0160000Z,2022-09-07T23:59:59.9190000Z,0.08296,0.085621,0.080215,0.084492,107189.08210000001,302802
249,2022-09-08T00:00:00.0000000Z,2022-09-09T00:00:00.0000000Z,2022-09-08T00:00:01.2360000Z,2022-09-08T23:59:59.1310000Z,0.084492,0.085536,0.083701,0.084647,84501.0112,260657
250,2022-09-09T00:00:00.0000000Z,2022-09-10T00:00:00.0000000Z,2022-09-09T00:00:04.7090000Z,2022-09-09T23:59:53.8990000Z,0.084647,0.084954,0.080093,0.080442,124821.53809999999,351241
251,2022-09-10T00:00:00.0000000Z,2022-09-11T00:00:00.0000000Z,2022-09-10T00:00:00.1710000Z,2022-09-10T23:59:59.4820000Z,0.080441,0.082188,0.080235,0.081963,70534.75330000001,260793
252,2022-09-11T00:00:00.0000000Z,2022-09-12T00:00:00.0000000Z,2022-09-11T00:00:00.1960000Z,2022-09-11T23:59:59.3400000Z,0.081963,0.08227,0.079796,0.080909,80780.8748,257093
253,2022-09-12T00:00:00.0000000Z,2022-09-13T00:00:00.0000000Z,2022-09-12T00:00:00.0490000Z,2022-09-12T23:59:59.8110000Z,0.08091,0.080936,0.076342,0.076643,131186.069,384817
254,2022-09-13T00:00:00.0000000Z,2022-09-14T00:00:00.0000000Z,2022-09-13T00:00:00.2020000Z,2022-09-13T23:59:55.4450000Z,0.076643,0.079896,0.075113,0.078047,187646.08169999998,492273
