time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,fng_classification,fng,trend_date,bitcoin,ethereum,xrp,bitcoin_crash,bitcoin_trust
6/7/2022 0:01,6/8/2022 0:01,6/7/2022 0:01,6/7/2022 23:59,0.059282,0.06,0.058,0.058,15,Extreme Fear,6/7/2022,27,23,43,0,0
6/8/2022 0:01,6/9/2022 0:01,6/8/2022 0:01,6/8/2022 23:59,0.058259,0.06,0.058,0.059,17,Extreme Fear,6/8/2022,29,24,36,7,0
6/9/2022 0:01,6/10/2022 0:01,6/9/2022 0:01,6/9/2022 23:59,0.05932,0.06,0.059,0.059,11,Extreme Fear,6/9/2022,24,22,29,0,0
6/10/2022 0:01,6/11/2022 0:01,6/10/2022 0:01,6/10/2022 23:59,0.059407,0.06,0.057,0.057,13,Extreme Fear,6/10/2022,24,22,32,0,0
6/11/2022 0:01,6/12/2022 0:01,6/11/2022 0:01,6/11/2022 23:59,0.057158,0.058,0.053,0.054,12,Extreme Fear,6/11/2022,26,26,28,0,37
6/12/2022 0:01,6/13/2022 0:01,6/12/2022 0:01,6/12/2022 23:59,0.053925,0.055,0.052,0.054,14,Extreme Fear,6/12/2022,27,49,38,15,0
6/13/2022 0:01,6/14/2022 0:01,6/13/2022 0:01,6/13/2022 23:59,0.053997,0.054,0.049,0.054,11,Extreme Fear,6/13/2022,31,46,52,29,0
6/14/2022 0:01,6/15/2022 0:01,6/14/2022 0:01,6/14/2022 23:59,0.053792,0.056,0.051,0.055,8,Extreme Fear,6/14/2022,100,82,49,100,72
6/15/2022 0:01,6/16/2022 0:01,6/15/2022 0:01,6/15/2022 23:59,0.054607,0.056,0.05,0.055,7,Extreme Fear,6/15/2022,100,65,46,81,87
6/16/2022 0:01,6/17/2022 0:01,6/16/2022 0:01,6/16/2022 23:59,0.054806,0.055,0.052,0.052,7,Extreme Fear,6/16/2022,85,57,41,46,62
6/17/2022 0:01,6/18/2022 0:01,6/17/2022 0:01,6/17/2022 23:59,0.052372,0.053,0.052,0.053,9,Extreme Fear,6/17/2022,70,49,38,33,49
6/18/2022 0:01,6/19/2022 0:01,6/18/2022 0:01,6/18/2022 23:59,0.053097,0.053,0.05,0.052,6,Extreme Fear,6/18/2022,58,42,40,21,69
6/19/2022 0:01,6/20/2022 0:01,6/19/2022 0:01,6/19/2022 23:59,0.052445,0.056,0.052,0.055,6,Extreme Fear,6/19/2022,92,69,39,71,60
6/20/2022 0:01,6/21/2022 0:01,6/20/2022 0:01,6/20/2022 23:59,0.054849,0.056,0.054,0.055,9,Extreme Fear,6/20/2022,94,62,39,37,0
6/21/2022 0:01,6/22/2022 0:01,6/21/2022 0:01,6/21/2022 23:59,0.054833,0.055,0.054,0.054,9,Extreme Fear,6/21/2022,71,44,38,16,76
6/22/2022 0:01,6/23/2022 0:01,6/22/2022 0:01,6/22/2022 23:59,0.054327,0.054,0.053,0.053,11,Extreme Fear,6/22/2022,54,35,34,17,0
6/23/2022 0:01,6/24/2022 0:01,6/23/2022 0:01,6/23/2022 23:59,0.05254,0.055,0.053,0.054,11,Extreme Fear,6/23/2022,49,32,33,16,46
6/24/2022 0:01,6/25/2022 0:01,6/24/2022 0:01,6/24/2022 23:59,0.054229,0.058,0.054,0.058,11,Extreme Fear,6/24/2022,44,27,50,9,46
6/25/2022 0:01,6/26/2022 0:01,6/25/2022 0:01,6/25/2022 23:59,0.057686,0.059,0.056,0.058,14,Extreme Fear,6/25/2022,39,27,31,7,56
6/26/2022 0:01,6/27/2022 0:01,6/26/2022 0:01,6/26/2022 23:59,0.057797,0.059,0.057,0.057,14,Extreme Fear,6/26/2022,31,23,30,9,0
6/27/2022 0:01,6/28/2022 0:01,6/27/2022 0:01,6/27/2022 23:59,0.056937,0.058,0.057,0.057,12,Extreme Fear,6/27/2022,31,23,33,9,0
6/28/2022 0:01,6/29/2022 0:01,6/28/2022 0:01,6/28/2022 23:59,0.057482,0.059,0.056,0.056,10,Extreme Fear,6/28/2022,39,27,29,10,40
6/29/2022 0:01,6/30/2022 0:01,6/29/2022 0:01,6/29/2022 23:59,0.05641,0.057,0.054,0.055,13,Extreme Fear,6/29/2022,35,25,33,7,0
6/30/2022 0:01,7/1/2022 0:01,6/30/2022 0:01,6/30/2022 23:59,0.054671,0.055,0.053,0.054,11,Extreme Fear,6/30/2022,39,28,31,12,0
7/1/2022 0:01,7/2/2022 0:01,7/1/2022 0:01,7/1/2022 23:59,0.053716,0.056,0.053,0.055,11,Extreme Fear,7/1/2022,85,18,25,11,75
7/2/2022 0:01,7/3/2022 0:01,7/2/2022 0:01,7/2/2022 23:59,0.054961,0.056,0.054,0.055,14,Extreme Fear,7/2/2022,68,15,27,44,43
7/3/2022 0:01,7/4/2022 0:01,7/3/2022 0:01,7/3/2022 23:59,0.055416,0.056,0.055,0.056,11,Extreme Fear,7/3/2022,65,15,24,37,0
7/4/2022 0:01,7/5/2022 0:01,7/4/2022 0:01,7/4/2022 23:59,0.055614,0.057,0.055,0.057,14,Extreme Fear,7/4/2022,66,15,24,44,0
7/5/2022 0:01,7/6/2022 0:01,7/5/2022 0:01,7/5/2022 23:59,0.05688,0.057,0.056,0.056,19,Extreme Fear,7/5/2022,74,16,25,0,0
7/6/2022 0:01,7/7/2022 0:01,7/6/2022 0:01,7/6/2022 23:59,0.056142,0.058,0.056,0.058,18,Extreme Fear,7/6/2022,64,15,24,0,37
7/7/2022 0:01,7/8/2022 0:01,7/7/2022 0:01,7/7/2022 23:59,0.057702,0.059,0.057,0.057,18,Extreme Fear,7/7/2022,62,16,29,32,46
7/8/2022 0:01,7/9/2022 0:01,7/8/2022 0:01,7/8/2022 23:59,0.057216,0.057,0.056,0.056,20,Extreme Fear,7/8/2022,61,16,27,19,63
7/9/2022 0:01,7/10/2022 0:01,7/9/2022 0:01,7/9/2022 23:59,0.056217,0.057,0.056,0.056,24,Extreme Fear,7/9/2022,49,13,25,0,0
7/10/2022 0:01,7/11/2022 0:01,7/10/2022 0:01,7/10/2022 23:59,0.05637,0.057,0.055,0.056,24,Extreme Fear,7/10/2022,52,13,27,0,0
7/11/2022 0:01,7/12/2022 0:01,7/11/2022 0:01,7/11/2022 23:59,0.055997,0.056,0.055,0.055,22,Extreme Fear,7/11/2022,62,14,26,21,0
7/12/2022 0:01,7/13/2022 0:01,7/12/2022 0:01,7/12/2022 23:59,0.054923,0.055,0.053,0.054,16,Extreme Fear,7/12/2022,64,15,25,20,0
7/13/2022 0:01,7/14/2022 0:01,7/13/2022 0:01,7/13/2022 23:59,0.05372,0.055,0.053,0.055,15,Extreme Fear,7/13/2022,60,15,28,28,0
7/14/2022 0:01,7/15/2022 0:01,7/14/2022 0:01,7/14/2022 23:59,0.055105,0.058,0.055,0.058,18,Extreme Fear,7/14/2022,62,15,30,27,0
7/15/2022 0:01,7/16/2022 0:01,7/15/2022 0:01,7/15/2022 23:59,0.05796,0.061,0.058,0.059,15,Extreme Fear,7/15/2022,53,15,31,25,0
7/16/2022 0:01,7/17/2022 0:01,7/16/2022 0:01,7/16/2022 23:59,0.059106,0.066,0.058,0.064,21,Extreme Fear,7/16/2022,45,16,31,0,0
7/17/2022 0:01,7/18/2022 0:01,7/17/2022 0:01,7/17/2022 23:59,0.063968,0.065,0.063,0.064,24,Extreme Fear,7/17/2022,44,17,29,0,0
7/18/2022 0:01,7/19/2022 0:01,7/18/2022 0:01,7/18/2022 23:59,0.064366,0.071,0.064,0.07,20,Extreme Fear,7/18/2022,58,26,33,27,0
7/19/2022 0:01,7/20/2022 0:01,7/19/2022 0:01,7/19/2022 23:59,0.070469,0.071,0.066,0.066,30,Fear,7/19/2022,62,26,36,0,0
7/20/2022 0:01,7/21/2022 0:01,7/20/2022 0:01,7/20/2022 23:59,0.065927,0.068,0.065,0.066,31,Fear,7/20/2022,72,25,36,0,0
7/21/2022 0:01,7/22/2022 0:01,7/21/2022 0:01,7/21/2022 23:59,0.065522,0.069,0.065,0.068,34,Fear,7/21/2022,70,19,29,20,38
7/22/2022 0:01,7/23/2022 0:01,7/22/2022 0:01,7/22/2022 23:59,0.068048,0.07,0.067,0.068,33,Fear,7/22/2022,60,18,28,0,0
7/23/2022 0:01,7/24/2022 0:01,7/23/2022 0:01,7/23/2022 23:59,0.06768,0.07,0.067,0.069,31,Fear,7/23/2022,45,14,22,0,0
7/24/2022 0:01,7/25/2022 0:01,7/24/2022 0:01,7/24/2022 23:59,0.068982,0.072,0.069,0.071,30,Fear,7/24/2022,43,16,24,25,0
7/25/2022 0:01,7/26/2022 0:01,7/25/2022 0:01,7/25/2022 23:59,0.070767,0.071,0.067,0.068,30,Fear,7/25/2022,53,17,27,0,0
7/26/2022 0:01,7/27/2022 0:01,7/26/2022 0:01,7/26/2022 23:59,0.067601,0.068,0.065,0.068,26,Fear,7/26/2022,54,17,25,0,0
7/27/2022 0:01,7/28/2022 0:01,7/27/2022 0:01,7/27/2022 23:59,0.068178,0.072,0.068,0.071,28,Fear,7/27/2022,50,18,29,0,0
7/28/2022 0:01,7/29/2022 0:01,7/28/2022 0:01,7/28/2022 23:59,0.071265,0.074,0.07,0.072,32,Fear,7/28/2022,53,23,33,0,41
7/29/2022 0:01,7/30/2022 0:01,7/29/2022 0:01,7/29/2022 23:59,0.072322,0.073,0.071,0.072,39,Fear,7/29/2022,49,20,29,0,0
7/30/2022 0:01,7/31/2022 0:01,7/30/2022 0:01,7/30/2022 23:59,0.072417,0.073,0.07,0.072,42,Fear,7/30/2022,42,17,30,0,45
7/31/2022 0:01,8/1/2022 0:01,7/31/2022 0:01,7/31/2022 23:59,0.071775,0.073,0.071,0.072,39,Fear,7/31/2022,40,16,27,0,0
8/1/2022 0:01,8/2/2022 0:01,8/1/2022 0:01,8/1/2022 23:59,0.072049,0.073,0.07,0.07,33,Fear,8/1/2022,45,18,31,0,0
8/2/2022 0:01,8/3/2022 0:01,8/2/2022 0:01,8/2/2022 23:59,0.070067,0.072,0.069,0.071,31,Fear,8/2/2022,44,18,27,19,0
8/3/2022 0:01,8/4/2022 0:01,8/3/2022 0:01,8/3/2022 23:59,0.070955,0.071,0.07,0.071,34,Fear,8/3/2022,42,16,25,24,41
8/4/2022 0:01,8/5/2022 0:01,8/4/2022 0:01,8/4/2022 23:59,0.070918,0.072,0.07,0.071,30,Fear,8/4/2022,41,16,25,25,0
8/5/2022 0:01,8/6/2022 0:01,8/5/2022 0:01,8/5/2022 23:59,0.071081,0.075,0.071,0.075,31,Fear,8/5/2022,41,15,28,0,0
8/6/2022 0:01,8/7/2022 0:01,8/6/2022 0:01,8/6/2022 23:59,0.074509,0.075,0.073,0.074,31,Fear,8/6/2022,32,14,25,0,0
8/7/2022 0:01,8/8/2022 0:01,8/7/2022 0:01,8/7/2022 23:59,0.07365,0.074,0.073,0.073,30,Fear,8/7/2022,31,14,23,0,0
8/8/2022 0:01,8/9/2022 0:01,8/8/2022 0:01,8/8/2022 23:59,0.073366,0.075,0.073,0.075,30,Fear,8/8/2022,43,18,29,0,0
8/9/2022 0:01,8/10/2022 0:01,8/9/2022 0:01,8/9/2022 23:59,0.074633,0.075,0.073,0.074,42,Fear,8/9/2022,43,18,27,22,37
8/10/2022 0:01,8/11/2022 0:01,8/10/2022 0:01,8/10/2022 23:59,0.073554,0.078,0.073,0.077,31,Fear,8/10/2022,44,19,27,0,0
8/11/2022 0:01,8/12/2022 0:01,8/11/2022 0:01,8/11/2022 23:59,0.077394,0.079,0.077,0.079,41,Fear,8/11/2022,44,26,27,0,0
8/12/2022 0:01,8/13/2022 0:01,8/12/2022 0:01,8/12/2022 23:59,0.078553,0.081,0.078,0.08,42,Fear,8/12/2022,40,20,23,21,53
8/13/2022 0:01,8/14/2022 0:01,8/13/2022 0:01,8/13/2022 23:59,0.080258,0.082,0.08,0.081,46,Fear,8/13/2022,35,22,21,0,49
8/14/2022 0:01,8/15/2022 0:01,8/14/2022 0:01,8/14/2022 23:59,0.081154,0.081,0.079,0.08,47,Neutral,8/14/2022,31,19,21,0,0
8/15/2022 0:01,8/16/2022 0:01,8/15/2022 0:01,8/15/2022 23:59,0.079619,0.081,0.078,0.079,45,Fear,8/15/2022,38,20,24,0,0
8/16/2022 0:01,8/17/2022 0:01,8/16/2022 0:01,8/16/2022 23:59,0.078825,0.08,0.078,0.079,44,Fear,8/16/2022,39,18,28,0,79
8/17/2022 0:01,8/18/2022 0:01,8/17/2022 0:01,8/17/2022 23:59,0.078674,0.08,0.078,0.079,41,Fear,8/17/2022,40,18,28,0,36
8/18/2022 0:01,8/19/2022 0:01,8/18/2022 0:01,8/18/2022 23:59,0.078585,0.08,0.078,0.08,30,Fear,8/18/2022,34,17,25,0,40
8/19/2022 0:01,8/20/2022 0:01,8/19/2022 0:01,8/19/2022 23:59,0.079607,0.081,0.077,0.077,33,Fear,8/19/2022,48,21,27,21,0
8/20/2022 0:01,8/21/2022 0:01,8/20/2022 0:01,8/20/2022 23:59,0.077233,0.078,0.073,0.075,29,Fear,8/20/2022,37,20,20,0,0
8/21/2022 0:01,8/22/2022 0:01,8/21/2022 0:01,8/21/2022 23:59,0.074546,0.076,0.074,0.075,27,Fear,8/21/2022,35,18,21,0,0
8/22/2022 0:01,8/23/2022 0:01,8/22/2022 0:01,8/22/2022 23:59,0.075204,0.076,0.073,0.076,29,Fear,8/22/2022,43,18,25,21,0
8/23/2022 0:01,8/24/2022 0:01,8/23/2022 0:01,8/23/2022 23:59,0.075915,0.077,0.075,0.077,28,Fear,8/23/2022,36,17,22,0,42
8/24/2022 0:01,8/25/2022 0:01,8/24/2022 0:01,8/24/2022 23:59,0.07736,0.078,0.076,0.078,25,Extreme Fear,8/24/2022,37,17,23,0,0
8/25/2022 0:01,8/26/2022 0:01,8/25/2022 0:01,8/25/2022 23:59,0.077522,0.079,0.077,0.079,25,Extreme Fear,8/25/2022,34,16,21,0,0
8/26/2022 0:01,8/27/2022 0:01,8/26/2022 0:01,8/26/2022 23:59,0.078635,0.079,0.074,0.075,27,Fear,8/26/2022,38,17,25,0,0
8/27/2022 0:01,8/28/2022 0:01,8/27/2022 0:01,8/27/2022 23:59,0.074511,0.075,0.073,0.074,28,Fear,8/27/2022,39,17,21,0,0
8/28/2022 0:01,8/29/2022 0:01,8/28/2022 0:01,8/28/2022 23:59,0.074421,0.075,0.073,0.073,28,Fear,8/28/2022,37,14,21,0,0
8/29/2022 0:01,8/30/2022 0:01,8/29/2022 0:01,8/29/2022 23:59,0.072955,0.077,0.073,0.077,24,Extreme Fear,8/29/2022,45,18,24,0,0
8/30/2022 0:01,8/31/2022 0:01,8/30/2022 0:01,8/30/2022 23:59,0.076497,0.078,0.075,0.077,27,Fear,8/30/2022,41,21,26,0,0
8/31/2022 0:01,9/1/2022 0:01,8/31/2022 0:01,8/31/2022 23:59,0.076961,0.079,0.077,0.078,23,Extreme Fear,8/31/2022,40,16,24,0,0
9/1/2022 0:01,9/2/2022 0:01,9/1/2022 0:01,9/1/2022 23:59,0.077517,0.079,0.077,0.079,20,Extreme Fear,9/1/2022,40,15,21,0,0
9/2/2022 0:01,9/3/2022 0:01,9/2/2022 0:01,9/2/2022 23:59,0.078776,0.081,0.078,0.079,25,Extreme Fear,9/2/2022,37,14,17,17,0
9/3/2022 0:01,9/4/2022 0:01,9/3/2022 0:01,9/3/2022 23:59,0.078957,0.079,0.078,0.079,21,Extreme Fear,9/3/2022,28,13,17,19,0
9/4/2022 0:01,9/5/2022 0:01,9/4/2022 0:01,9/4/2022 23:59,0.07853,0.079,0.078,0.079,20,Extreme Fear,9/4/2022,29,14,20,0,0
9/5/2022 0:01,9/6/2022 0:01,9/5/2022 0:01,9/5/2022 23:59,0.078948,0.082,0.079,0.082,23,Extreme Fear,9/5/2022,32,16,18,0,0
9/6/2022 0:01,9/7/2022 0:01,9/6/2022 0:01,9/6/2022 23:59,0.081718,0.085,0.082,0.083,22,Extreme Fear,9/6/2022,45,22,25,28,0
9/7/2022 0:01,9/8/2022 0:01,9/7/2022 0:01,9/7/2022 23:59,0.08296,0.086,0.08,0.084,24,Extreme Fear,9/7/2022,49,22,23,0,32
9/8/2022 0:01,9/9/2022 0:01,9/8/2022 0:01,9/8/2022 23:59,0.084492,0.086,0.084,0.085,20,Extreme Fear,9/8/2022,37,19,23,0,0
9/9/2022 0:01,9/10/2022 0:01,9/9/2022 0:01,9/9/2022 23:59,0.084647,0.085,0.08,0.08,22,Extreme Fear,9/9/2022,43,19,27,21,0
9/10/2022 0:01,9/11/2022 0:01,9/10/2022 0:01,9/10/2022 23:59,0.080441,0.082,0.08,0.082,28,Fear,9/10/2022,31,18,22,0,0
9/11/2022 0:01,9/12/2022 0:01,9/11/2022 0:01,9/11/2022 23:59,0.081963,0.082,0.08,0.081,26,Fear,9/11/2022,32,19,22,0,0
9/12/2022 0:01,9/13/2022 0:01,9/12/2022 0:01,9/12/2022 23:59,0.08091,0.081,0.076,0.077,25,Extreme Fear,9/12/2022,37,27,23,20,0
9/13/2022 0:01,9/14/2022 0:01,9/13/2022 0:01,9/13/2022 23:59,0.076643,0.08,0.075,0.078,34,Fear,9/13/2022,44,34,25,0,0
9/14/2022 0:01,9/15/2022 0:01,9/14/2022 0:01,9/14/2022 23:59,0.078046,0.081,0.077,0.081,27,Fear,9/14/2022,46,41,25,0,0
9/15/2022 0:01,9/16/2022 0:01,9/15/2022 0:01,9/15/2022 23:59,0.080993,0.082,0.074,0.075,28,Fear,9/15/2022,43,100,24,18,0
9/16/2022 0:01,9/17/2022 0:01,9/16/2022 0:01,9/16/2022 23:59,0.074747,0.075,0.072,0.072,20,Extreme Fear,9/16/2022,42,35,25,0,0
9/17/2022 0:01,9/18/2022 0:01,9/17/2022 0:01,9/17/2022 23:59,0.072413,0.073,0.071,0.073,22,Extreme Fear,9/17/2022,32,24,36,0,0
9/18/2022 0:01,9/19/2022 0:01,9/18/2022 0:01,9/18/2022 23:59,0.073032,0.073,0.068,0.069,27,Fear,9/18/2022,29,21,37,0,0
9/19/2022 0:01,9/20/2022 0:01,9/19/2022 0:01,9/19/2022 23:59,0.068723,0.071,0.068,0.07,21,Extreme Fear,9/19/2022,49,27,39,24,0
9/20/2022 0:01,9/21/2022 0:01,9/20/2022 0:01,9/20/2022 23:59,0.070432,0.072,0.07,0.07,23,Extreme Fear,9/20/2022,47,22,58,0,0
9/21/2022 0:01,9/22/2022 0:01,9/21/2022 0:01,9/21/2022 23:59,0.070094,0.071,0.067,0.067,23,Extreme Fear,9/21/2022,45,21,45,0,0
9/22/2022 0:01,9/23/2022 0:01,9/22/2022 0:01,9/22/2022 23:59,0.067489,0.069,0.067,0.068,22,Extreme Fear,9/22/2022,46,19,74,0,0
9/23/2022 0:01,9/24/2022 0:01,9/23/2022 0:01,9/23/2022 23:59,0.068363,0.07,0.068,0.069,20,Extreme Fear,9/23/2022,46,18,100,0,0
9/24/2022 0:01,9/25/2022 0:01,9/24/2022 0:01,9/24/2022 23:59,0.068808,0.071,0.069,0.07,24,Extreme Fear,9/24/2022,33,14,54,0,0
9/25/2022 0:01,9/26/2022 0:01,9/25/2022 0:01,9/25/2022 23:59,0.069606,0.07,0.068,0.069,24,Extreme Fear,9/25/2022,34,13,44,0,0
9/26/2022 0:01,9/27/2022 0:01,9/26/2022 0:01,9/26/2022 23:59,0.068833,0.07,0.068,0.07,21,Extreme Fear,9/26/2022,41,14,44,18,0
9/27/2022 0:01,9/28/2022 0:01,9/27/2022 0:01,9/27/2022 23:59,0.069503,0.07,0.068,0.07,20,Extreme Fear,9/27/2022,42,15,40,0,0
9/28/2022 0:01,9/29/2022 0:01,9/28/2022 0:01,9/28/2022 23:59,0.06961,0.07,0.068,0.069,20,Extreme Fear,9/28/2022,40,14,40,22,30
9/29/2022 0:01,9/30/2022 0:01,9/29/2022 0:01,9/29/2022 23:59,0.068884,0.069,0.068,0.068,22,Extreme Fear,9/29/2022,38,12,51,0,34
9/30/2022 0:01,10/1/2022 0:01,9/30/2022 0:01,9/30/2022 23:59,0.068189,0.069,0.068,0.068,21,Extreme Fear,9/30/2022,38,12,51,0,33
10/1/2022 0:01,10/2/2022 0:01,10/1/2022 0:01,10/1/2022 23:59,0.068413,0.069,0.068,0.068,20,Extreme Fear,10/1/2022,30,10,39,0,0
10/2/2022 0:01,10/3/2022 0:01,10/2/2022 0:01,10/2/2022 23:59,0.067929,0.068,0.067,0.067,24,Extreme Fear,10/2/2022,30,10,35,0,0
10/3/2022 0:01,10/4/2022 0:01,10/3/2022 0:01,10/3/2022 23:59,0.066996,0.068,0.067,0.067,24,Extreme Fear,10/3/2022,38,12,39,0,0
10/4/2022 0:01,10/5/2022 0:01,10/4/2022 0:01,10/4/2022 23:59,0.067409,0.068,0.067,0.067,20,Extreme Fear,10/4/2022,37,13,43,0,0
10/5/2022 0:01,10/6/2022 0:01,10/5/2022 0:01,10/5/2022 23:59,0.066941,0.067,0.066,0.067,25,Extreme Fear,10/5/2022,34,12,45,0,0
10/6/2022 0:01,10/7/2022 0:01,10/6/2022 0:01,10/6/2022 23:59,0.067078,0.068,0.067,0.068,26,Fear,10/6/2022,32,11,40,0,0
10/7/2022 0:01,10/8/2022 0:01,10/7/2022 0:01,10/7/2022 23:59,0.067742,0.068,0.067,0.068,23,Extreme Fear,10/7/2022,32,10,43,0,0
10/8/2022 0:01,10/9/2022 0:01,10/8/2022 0:01,10/8/2022 23:59,0.068149,0.068,0.068,0.068,24,Extreme Fear,10/8/2022,29,8,42,0,0
10/9/2022 0:01,10/10/2022 0:01,10/9/2022 0:01,10/9/2022 23:59,0.067745,0.068,0.068,0.068,22,Extreme Fear,10/9/2022,28,8,43,0,0
10/10/2022 0:01,10/11/2022 0:01,10/10/2022 0:01,10/10/2022 23:59,0.068055,0.069,0.067,0.067,22,Extreme Fear,10/10/2022,32,11,46,0,41
10/11/2022 0:01,10/12/2022 0:01,10/11/2022 0:01,10/11/2022 23:59,0.067432,0.068,0.067,0.067,24,Extreme Fear,10/11/2022,36,12,41,0,0
10/12/2022 0:01,10/13/2022 0:01,10/12/2022 0:01,10/12/2022 23:59,0.067155,0.068,0.067,0.068,20,Extreme Fear,10/12/2022,33,11,37,19,0
10/13/2022 0:01,10/14/2022 0:01,10/13/2022 0:01,10/13/2022 23:59,0.067581,0.068,0.066,0.066,20,Extreme Fear,10/13/2022,38,12,36,0,0
10/14/2022 0:01,10/15/2022 0:01,10/14/2022 0:01,10/14/2022 23:59,0.066432,0.068,0.066,0.068,24,Extreme Fear,10/14/2022,34,10,35,0,0
10/15/2022 0:01,10/16/2022 0:01,10/15/2022 0:01,10/15/2022 23:59,0.067607,0.068,0.067,0.067,24,Extreme Fear,10/15/2022,27,8,26,0,0
10/16/2022 0:01,10/17/2022 0:01,10/16/2022 0:01,10/16/2022 23:59,0.066855,0.068,0.067,0.068,24,Extreme Fear,10/16/2022,26,8,27,0,0
10/17/2022 0:01,10/18/2022 0:01,10/17/2022 0:01,10/17/2022 23:59,0.0678,0.068,0.068,0.068,20,Extreme Fear,10/17/2022,33,9,29,0,0
10/18/2022 0:01,10/19/2022 0:01,10/18/2022 0:01,10/18/2022 23:59,0.068105,0.068,0.067,0.068,22,Extreme Fear,10/18/2022,33,10,31,0,40
10/19/2022 0:01,10/20/2022 0:01,10/19/2022 0:01,10/19/2022 23:59,0.067808,0.068,0.067,0.067,23,Extreme Fear,10/19/2022,30,10,33,0,0
10/20/2022 0:01,10/21/2022 0:01,10/20/2022 0:01,10/20/2022 23:59,0.067208,0.068,0.067,0.067,23,Extreme Fear,10/20/2022,29,9,34,0,0
10/21/2022 0:01,10/22/2022 0:01,10/21/2022 0:01,10/21/2022 23:59,0.067361,0.068,0.067,0.068,23,Extreme Fear,10/21/2022,31,9,37,0,0
10/22/2022 0:01,10/23/2022 0:01,10/22/2022 0:01,10/22/2022 23:58,0.067831,0.069,0.068,0.068,20,Extreme Fear,10/22/2022,25,8,33,0,0
10/23/2022 0:01,10/24/2022 0:01,10/23/2022 0:01,10/23/2022 23:59,0.068404,0.07,0.068,0.07,23,Extreme Fear,10/23/2022,25,8,27,0,0
10/24/2022 0:01,10/25/2022 0:01,10/24/2022 0:01,10/24/2022 23:59,0.06971,0.07,0.069,0.07,22,Extreme Fear,10/24/2022,29,9,32,0,0
10/25/2022 0:01,10/26/2022 0:01,10/25/2022 0:01,10/25/2022 23:59,0.069513,0.075,0.069,0.073,20,Extreme Fear,10/25/2022,32,13,30,0,0
10/26/2022 0:01,10/27/2022 0:01,10/26/2022 0:01,10/26/2022 23:59,0.072688,0.076,0.073,0.075,33,Fear,10/26/2022,35,15,31,0,0
10/27/2022 0:01,10/28/2022 0:01,10/27/2022 0:01,10/27/2022 23:59,0.075394,0.076,0.074,0.075,32,Fear,10/27/2022,33,13,34,0,0
10/28/2022 0:01,10/29/2022 0:01,10/28/2022 0:01,10/28/2022 23:59,0.074607,0.076,0.074,0.075,30,Fear,10/28/2022,28,12,33,0,0
10/29/2022 0:01,10/30/2022 0:01,10/29/2022 0:01,10/29/2022 23:59,0.075484,0.079,0.075,0.078,34,Fear,10/29/2022,25,12,27,0,0
10/30/2022 0:01,10/31/2022 0:01,10/30/2022 0:01,10/30/2022 23:59,0.077834,0.078,0.077,0.077,34,Fear,10/30/2022,27,11,25,0,0
10/31/2022 0:01,11/1/2022 0:01,10/31/2022 0:01,10/31/2022 23:59,0.077113,0.079,0.076,0.077,31,Fear,10/31/2022,27,11,34,0,0
11/1/2022 0:01,11/2/2022 0:01,11/1/2022 0:01,11/1/2022 23:59,0.076744,0.078,0.077,0.077,30,Fear,11/1/2022,25,10,35,0,41
11/2/2022 0:01,11/3/2022 0:01,11/2/2022 0:01,11/2/2022 23:59,0.077074,0.078,0.075,0.075,30,Fear,11/2/2022,28,11,35,0,0
11/3/2022 0:01,11/4/2022 0:01,11/3/2022 0:01,11/3/2022 23:59,0.075356,0.077,0.075,0.076,30,Fear,11/3/2022,28,10,35,0,0
11/4/2022 0:01,11/5/2022 0:01,11/4/2022 0:01,11/4/2022 23:59,0.07577,0.079,0.076,0.078,30,Fear,11/4/2022,28,12,44,0,0
11/5/2022 0:01,11/6/2022 0:01,11/5/2022 0:01,11/5/2022 23:59,0.077786,0.078,0.076,0.076,38,Fear,11/5/2022,26,10,37,0,0
11/6/2022 0:01,11/7/2022 0:01,11/6/2022 0:01,11/6/2022 23:59,0.076322,0.077,0.075,0.075,40,Fear,11/6/2022,25,9,32,0,34
11/7/2022 0:01,11/8/2022 0:01,11/7/2022 0:01,11/7/2022 23:59,0.07502,0.077,0.075,0.076,33,Fear,11/7/2022,31,11,33,0,0
11/8/2022 0:01,11/9/2022 0:01,11/8/2022 0:01,11/8/2022 23:59,0.076158,0.077,0.071,0.072,31,Fear,11/8/2022,50,16,39,34,0
11/9/2022 0:01,11/10/2022 0:01,11/9/2022 0:01,11/9/2022 23:59,0.071965,0.072,0.066,0.069,29,Fear,11/9/2022,83,25,43,87,0
11/10/2022 0:01,11/11/2022 0:01,11/10/2022 0:01,11/10/2022 23:59,0.069269,0.076,0.069,0.074,22,Extreme Fear,11/10/2022,100,25,43,88,40
11/11/2022 0:01,11/12/2022 0:01,11/11/2022 0:01,11/11/2022 23:59,0.073828,0.076,0.072,0.076,25,Extreme Fear,11/11/2022,85,21,38,100,30
11/12/2022 0:01,11/13/2022 0:01,11/12/2022 0:01,11/12/2022 23:59,0.075563,0.076,0.074,0.075,21,Extreme Fear,11/12/2022,79,19,34,85,61
11/13/2022 0:01,11/14/2022 0:01,11/13/2022 0:01,11/13/2022 23:59,0.07479,0.076,0.074,0.075,22,Extreme Fear,11/13/2022,70,16,35,74,0
