time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,fng_classification,fng,trend_date,bitcoin,ethereum,xrp,bitcoin_crash,bitcoin_trust
11/14/2022 0:01,11/15/2022 0:01,11/14/2022 0:01,11/14/2022 23:59,0.074803,0.076,0.074,0.075,24,Extreme Fear,11/14/2022,74,19,43,67,0
11/15/2022 0:01,11/16/2022 0:01,11/15/2022 0:01,11/15/2022 23:59,0.074793,0.076,0.074,0.074,22,Extreme Fear,11/15/2022,64,16,50,60,52
11/16/2022 0:01,11/17/2022 0:01,11/16/2022 0:01,11/16/2022 23:59,0.074168,0.075,0.072,0.073,23,Extreme Fear,11/16/2022,62,16,42,60,63
11/17/2022 0:01,11/18/2022 0:01,11/17/2022 0:01,11/17/2022 23:59,0.072993,0.073,0.072,0.072,20,Extreme Fear,11/17/2022,66,17,42,47,99
11/18/2022 0:01,11/19/2022 0:01,11/18/2022 0:01,11/18/2022 23:59,0.071913,0.073,0.072,0.073,23,Extreme Fear,11/18/2022,57,14,43,44,63
11/19/2022 0:01,11/20/2022 0:01,11/19/2022 0:01,11/19/2022 23:59,0.072613,0.073,0.072,0.073,23,Extreme Fear,11/19/2022,44,12,32,46,75
11/20/2022 0:01,11/21/2022 0:01,11/20/2022 0:01,11/20/2022 23:59,0.072909,0.073,0.07,0.07,24,Extreme Fear,11/20/2022,43,12,33,34,63
11/21/2022 0:01,11/22/2022 0:01,11/21/2022 0:01,11/21/2022 23:59,0.070162,0.071,0.069,0.07,21,Extreme Fear,11/21/2022,60,18,35,39,56
11/22/2022 0:01,11/23/2022 0:01,11/22/2022 0:01,11/22/2022 23:59,0.070177,0.071,0.069,0.07,22,Extreme Fear,11/22/2022,60,16,31,31,78
11/23/2022 0:01,11/24/2022 0:01,11/23/2022 0:01,11/23/2022 23:59,0.070222,0.072,0.07,0.071,22,Extreme Fear,11/23/2022,51,13,36,0,100
11/24/2022 0:01,11/25/2022 0:01,11/24/2022 0:01,11/24/2022 23:59,0.07134,0.073,0.071,0.073,20,Extreme Fear,11/24/2022,38,10,34,0,49
11/25/2022 0:01,11/26/2022 0:01,11/25/2022 0:01,11/25/2022 23:59,0.072514,0.073,0.071,0.073,20,Extreme Fear,11/25/2022,40,9,38,0,0
11/26/2022 0:01,11/27/2022 0:01,11/26/2022 0:01,11/26/2022 23:59,0.072576,0.074,0.072,0.073,22,Extreme Fear,11/26/2022,34,9,35,18,41
11/27/2022 0:01,11/28/2022 0:01,11/27/2022 0:01,11/27/2022 23:59,0.07325,0.074,0.072,0.073,26,Fear,11/27/2022,35,9,32,0,0
11/28/2022 0:01,11/29/2022 0:01,11/28/2022 0:01,11/28/2022 23:59,0.072661,0.073,0.072,0.072,28,Fear,11/28/2022,47,12,34,15,0
11/29/2022 0:01,11/30/2022 0:01,11/29/2022 0:01,11/29/2022 23:59,0.072032,0.074,0.072,0.074,26,Fear,11/29/2022,42,11,37,18,30
11/30/2022 0:01,12/1/2022 0:01,11/30/2022 0:01,11/30/2022 23:59,0.073989,0.076,0.074,0.075,29,Fear,11/30/2022,43,11,44,19,0
12/1/2022 0:01,12/2/2022 0:01,12/1/2022 0:01,12/1/2022 23:59,0.07543,0.076,0.074,0.075,27,Fear,12/1/2022,44,11,36,23,40
12/2/2022 0:01,12/3/2022 0:01,12/2/2022 0:01,12/2/2022 23:59,0.075178,0.076,0.075,0.076,27,Fear,12/2/2022,41,10,34,20,0
12/3/2022 0:01,12/4/2022 0:01,12/3/2022 0:01,12/3/2022 23:59,0.07579,0.076,0.073,0.073,27,Fear,12/3/2022,31,9,28,0,0
12/4/2022 0:01,12/5/2022 0:01,12/4/2022 0:01,12/4/2022 23:59,0.073476,0.075,0.073,0.075,26,Fear,12/4/2022,34,8,28,0,0
12/5/2022 0:01,12/6/2022 0:01,12/5/2022 0:01,12/5/2022 23:59,0.074791,0.075,0.074,0.074,26,Fear,12/5/2022,41,10,33,0,0
12/6/2022 0:01,12/7/2022 0:01,12/6/2022 0:01,12/6/2022 23:59,0.074228,0.075,0.073,0.074,25,Extreme Fear,12/6/2022,38,9,32,0,0
12/7/2022 0:01,12/8/2022 0:01,12/7/2022 0:01,12/7/2022 23:59,0.074392,0.075,0.073,0.073,29,Fear,12/7/2022,40,11,28,0,0
12/8/2022 0:01,12/9/2022 0:01,12/8/2022 0:01,12/8/2022 23:59,0.07313,0.075,0.073,0.074,25,Extreme Fear,12/8/2022,37,12,34,0,33
12/9/2022 0:01,12/10/2022 0:01,12/9/2022 0:01,12/9/2022 23:59,0.074322,0.075,0.074,0.074,26,Fear,12/9/2022,37,12,30,0,46
12/10/2022 0:01,12/11/2022 0:01,12/10/2022 0:01,12/10/2022 23:59,0.073725,0.074,0.074,0.074,27,Fear,12/10/2022,34,11,28,0,0
12/11/2022 0:01,12/12/2022 0:01,12/11/2022 0:01,12/11/2022 23:59,0.073944,0.074,0.074,0.074,26,Fear,12/11/2022,31,11,26,0,0
12/12/2022 0:01,12/13/2022 0:01,12/12/2022 0:01,12/12/2022 23:59,0.073911,0.074,0.073,0.074,27,Fear,12/12/2022,35,11,31,0,53
12/13/2022 0:01,12/14/2022 0:01,12/13/2022 0:01,12/13/2022 23:59,0.074104,0.075,0.073,0.074,27,Fear,12/13/2022,47,14,37,17,0
12/14/2022 0:01,12/15/2022 0:01,12/14/2022 0:01,12/14/2022 23:59,0.074277,0.074,0.073,0.073,30,Fear,12/14/2022,43,12,33,17,36
12/15/2022 0:01,12/16/2022 0:01,12/15/2022 0:01,12/15/2022 23:59,0.07345,0.073,0.073,0.073,31,Fear,12/15/2022,42,12,38,0,40
12/16/2022 0:01,12/17/2022 0:01,12/16/2022 0:01,12/16/2022 23:59,0.072961,0.073,0.07,0.07,29,Fear,12/16/2022,40,12,41,22,0
12/17/2022 0:01,12/18/2022 0:01,12/17/2022 0:01,12/17/2022 23:59,0.070174,0.071,0.07,0.071,28,Fear,12/17/2022,32,10,36,0,0
12/18/2022 0:01,12/19/2022 0:01,12/18/2022 0:01,12/18/2022 23:59,0.070753,0.071,0.07,0.071,26,Fear,12/18/2022,29,10,26,0,0
12/19/2022 0:01,12/20/2022 0:01,12/19/2022 0:01,12/19/2022 23:59,0.070664,0.071,0.07,0.071,29,Fear,12/19/2022,35,11,31,0,0
12/20/2022 0:01,12/21/2022 0:01,12/20/2022 0:01,12/20/2022 23:59,0.071026,0.072,0.071,0.072,29,Fear,12/20/2022,37,11,30,0,0
12/21/2022 0:01,12/22/2022 0:01,12/21/2022 0:01,12/21/2022 23:59,0.072025,0.072,0.072,0.072,26,Fear,12/21/2022,34,12,29,0,0
12/22/2022 0:01,12/23/2022 0:01,12/22/2022 0:01,12/22/2022 23:59,0.072139,0.073,0.071,0.072,28,Fear,12/22/2022,37,12,27,0,35
12/23/2022 0:01,12/24/2022 0:01,12/23/2022 0:01,12/23/2022 23:59,0.072384,0.073,0.072,0.073,27,Fear,12/23/2022,31,11,27,0,41
12/24/2022 0:01,12/25/2022 0:01,12/24/2022 0:01,12/24/2022 23:59,0.072708,0.073,0.072,0.072,29,Fear,12/24/2022,30,10,25,0,51
12/25/2022 0:01,12/26/2022 0:01,12/25/2022 0:01,12/25/2022 23:59,0.072489,0.073,0.071,0.072,29,Fear,12/25/2022,29,10,21,0,0
12/26/2022 0:01,12/27/2022 0:01,12/26/2022 0:01,12/26/2022 23:59,0.072399,0.073,0.072,0.073,28,Fear,12/26/2022,31,10,31,0,0
12/27/2022 0:01,12/28/2022 0:01,12/27/2022 0:01,12/27/2022 23:59,0.072585,0.073,0.072,0.073,27,Fear,12/27/2022,35,12,32,20,37
12/28/2022 0:01,12/29/2022 0:01,12/28/2022 0:01,12/28/2022 23:59,0.07252,0.073,0.072,0.072,28,Fear,12/28/2022,37,12,31,0,35
12/29/2022 0:01,12/30/2022 0:01,12/29/2022 0:01,12/29/2022 23:59,0.071925,0.072,0.072,0.072,28,Fear,12/29/2022,34,12,33,0,0
12/30/2022 0:01,12/31/2022 0:01,12/30/2022 0:01,12/30/2022 23:59,0.072174,0.073,0.072,0.072,28,Fear,12/30/2022,31,10,30,19,0
12/31/2022 0:01,1/1/2023 0:01,12/31/2022 0:01,12/31/2022 23:59,0.072245,0.073,0.072,0.072,25,Extreme Fear,12/31/2022,25,9,25,0,0
1/1/2023 0:01,1/2/2023 0:01,1/1/2023 0:01,1/1/2023 23:59,0.072299,0.073,0.072,0.072,26,Fear,1/1/2023,45,37,15,0,0
1/2/2023 0:01,1/3/2023 0:01,1/2/2023 0:01,1/2/2023 23:59,0.072238,0.073,0.072,0.073,27,Fear,1/2/2023,46,40,23,0,49
1/3/2023 0:01,1/4/2023 0:01,1/3/2023 0:01,1/3/2023 23:59,0.072814,0.073,0.072,0.073,26,Fear,1/3/2023,50,39,18,0,0
1/4/2023 0:01,1/5/2023 0:01,1/4/2023 0:01,1/4/2023 23:59,0.07284,0.075,0.073,0.075,29,Fear,1/4/2023,52,43,19,0,0
1/5/2023 0:01,1/6/2023 0:01,1/5/2023 0:01,1/5/2023 23:59,0.074581,0.075,0.074,0.074,29,Fear,1/5/2023,47,42,21,0,0
1/6/2023 0:01,1/7/2023 0:01,1/6/2023 0:01,1/6/2023 23:59,0.074336,0.075,0.074,0.075,26,Fear,1/6/2023,45,38,22,0,0
1/7/2023 0:01,1/8/2023 0:01,1/7/2023 0:01,1/7/2023 23:59,0.074875,0.075,0.074,0.075,25,Extreme Fear,1/7/2023,41,27,18,0,0
1/8/2023 0:01,1/9/2023 0:01,1/8/2023 0:01,1/8/2023 23:59,0.074596,0.076,0.074,0.075,25,Extreme Fear,1/8/2023,38,29,17,0,0
1/9/2023 0:01,1/10/2023 0:01,1/9/2023 0:01,1/9/2023 23:59,0.075324,0.078,0.075,0.077,25,Extreme Fear,1/9/2023,48,36,23,0,67
1/10/2023 0:01,1/11/2023 0:01,1/10/2023 0:01,1/10/2023 23:59,0.076857,0.077,0.077,0.077,26,Fear,1/10/2023,48,35,22,0,0
1/11/2023 0:01,1/12/2023 0:01,1/11/2023 0:01,1/11/2023 23:59,0.076569,0.078,0.076,0.077,26,Fear,1/11/2023,47,36,25,0,0
1/12/2023 0:01,1/13/2023 0:01,1/12/2023 0:01,1/12/2023 23:59,0.077431,0.078,0.075,0.075,30,Fear,1/12/2023,62,51,24,0,0
1/13/2023 0:01,1/14/2023 0:01,1/13/2023 0:01,1/13/2023 23:59,0.075123,0.075,0.073,0.073,31,Fear,1/13/2023,66,44,22,0,79
1/14/2023 0:01,1/15/2023 0:01,1/14/2023 0:01,1/14/2023 23:59,0.072811,0.075,0.072,0.074,46,Fear,1/14/2023,81,66,24,0,55
1/15/2023 0:01,1/16/2023 0:01,1/15/2023 0:01,1/15/2023 23:59,0.073973,0.075,0.073,0.074,52,Neutral,1/15/2023,57,44,20,0,0
1/16/2023 0:01,1/17/2023 0:01,1/16/2023 0:01,1/16/2023 23:59,0.074368,0.075,0.074,0.074,45,Fear,1/16/2023,70,52,23,48,0
1/17/2023 0:01,1/18/2023 0:01,1/17/2023 0:01,1/17/2023 23:59,0.074434,0.075,0.074,0.074,51,Neutral,1/17/2023,66,55,23,0,0
1/18/2023 0:01,1/19/2023 0:01,1/18/2023 0:01,1/18/2023 23:59,0.074066,0.075,0.073,0.073,52,Neutral,1/18/2023,68,49,23,0,72
1/19/2023 0:01,1/20/2023 0:01,1/19/2023 0:01,1/19/2023 23:59,0.073135,0.074,0.073,0.074,45,Fear,1/19/2023,62,46,24,0,90
1/20/2023 0:01,1/21/2023 0:01,1/20/2023 0:01,1/20/2023 23:59,0.073615,0.075,0.073,0.073,51,Neutral,1/20/2023,65,49,23,0,0
1/21/2023 0:01,1/22/2023 0:01,1/21/2023 0:01,1/21/2023 23:59,0.073162,0.074,0.071,0.071,53,Neutral,1/21/2023,63,52,22,0,0
1/22/2023 0:01,1/23/2023 0:01,1/22/2023 0:01,1/22/2023 23:59,0.07139,0.072,0.071,0.072,53,Neutral,1/22/2023,57,44,19,0,0
1/23/2023 0:01,1/24/2023 0:01,1/23/2023 0:01,1/23/2023 23:59,0.07165,0.072,0.071,0.071,50,Neutral,1/23/2023,66,50,29,0,0
1/24/2023 0:01,1/25/2023 0:01,1/24/2023 0:05,1/24/2023 23:59,0.070957,0.071,0.068,0.069,52,Neutral,1/24/2023,61,45,26,0,0
1/25/2023 0:01,1/26/2023 0:01,1/25/2023 0:01,1/25/2023 23:59,0.068747,0.07,0.068,0.07,51,Neutral,1/25/2023,59,44,23,0,0
1/26/2023 0:01,1/27/2023 0:01,1/26/2023 0:01,1/26/2023 23:59,0.069896,0.07,0.069,0.07,54,Neutral,1/26/2023,59,43,25,0,0
1/27/2023 0:01,1/28/2023 0:01,1/27/2023 0:01,1/27/2023 23:59,0.069597,0.07,0.068,0.069,55,Greed,1/27/2023,56,40,21,0,0
1/28/2023 0:01,1/29/2023 0:01,1/28/2023 0:01,1/28/2023 23:59,0.06924,0.069,0.068,0.068,52,Neutral,1/28/2023,46,33,20,0,50
1/29/2023 0:01,1/30/2023 0:01,1/29/2023 0:01,1/29/2023 23:59,0.068287,0.07,0.068,0.069,55,Greed,1/29/2023,50,39,21,61,48
1/30/2023 0:01,1/31/2023 0:01,1/30/2023 0:01,1/30/2023 23:59,0.06928,0.069,0.068,0.069,61,Greed,1/30/2023,56,42,22,0,0
1/31/2023 0:01,2/1/2023 0:01,1/31/2023 0:01,1/31/2023 23:59,0.068615,0.069,0.068,0.069,51,Neutral,1/31/2023,55,41,23,0,0
2/1/2023 0:01,2/2/2023 0:01,2/1/2023 0:01,2/1/2023 23:59,0.068547,0.07,0.068,0.069,56,Greed,2/1/2023,55,42,22,0,0
2/2/2023 0:01,2/3/2023 0:01,2/2/2023 0:01,2/2/2023 23:59,0.069184,0.071,0.069,0.07,60,Greed,2/2/2023,63,50,24,0,44
2/3/2023 0:01,2/4/2023 0:01,2/3/2023 0:05,2/3/2023 23:59,0.069939,0.071,0.07,0.071,60,Greed,2/3/2023,54,40,24,0,0
2/4/2023 0:01,2/5/2023 0:01,2/4/2023 0:01,2/4/2023 23:59,0.071003,0.072,0.071,0.071,58,Greed,2/4/2023,43,42,19,0,0
2/5/2023 0:01,2/6/2023 0:01,2/5/2023 0:01,2/5/2023 23:59,0.071438,0.072,0.071,0.071,58,Greed,2/5/2023,44,35,20,0,0
2/6/2023 0:01,2/7/2023 0:01,2/6/2023 0:01,2/6/2023 23:59,0.071042,0.072,0.071,0.071,56,Greed,2/6/2023,50,41,22,0,0
2/7/2023 0:01,2/8/2023 0:01,2/7/2023 0:01,2/7/2023 23:59,0.07091,0.072,0.071,0.072,54,Neutral,2/7/2023,48,36,20,0,44
2/8/2023 0:01,2/9/2023 0:01,2/8/2023 0:01,2/8/2023 23:59,0.071884,0.073,0.072,0.072,58,Greed,2/8/2023,41,39,19,0,43
2/9/2023 0:01,2/10/2023 0:01,2/9/2023 0:01,2/9/2023 23:59,0.071882,0.072,0.07,0.071,55,Greed,2/9/2023,48,34,24,79,0
2/10/2023 0:01,2/11/2023 0:01,2/10/2023 0:01,2/10/2023 23:59,0.070901,0.071,0.07,0.07,48,Neutral,2/10/2023,49,36,22,0,0
2/11/2023 0:01,2/12/2023 0:01,2/11/2023 0:01,2/11/2023 23:59,0.06997,0.071,0.07,0.07,49,Neutral,2/11/2023,41,31,18,0,0
2/12/2023 0:01,2/13/2023 0:01,2/12/2023 0:01,2/12/2023 23:59,0.070372,0.07,0.069,0.07,50,Neutral,2/12/2023,39,28,17,0,0
2/13/2023 0:01,2/14/2023 0:01,2/13/2023 0:01,2/13/2023 23:59,0.069549,0.07,0.068,0.069,48,Neutral,2/13/2023,43,30,20,0,0
2/14/2023 0:01,2/15/2023 0:01,2/14/2023 0:01,2/14/2023 23:59,0.069135,0.07,0.069,0.07,50,Neutral,2/14/2023,45,34,21,49,0
2/15/2023 0:01,2/16/2023 0:01,2/15/2023 0:01,2/15/2023 23:59,0.070078,0.07,0.069,0.069,53,Neutral,2/15/2023,56,41,22,0,0
2/16/2023 0:01,2/17/2023 0:01,2/16/2023 0:01,2/16/2023 23:59,0.068865,0.07,0.068,0.07,62,Greed,2/16/2023,70,51,21,56,0
2/17/2023 0:01,2/18/2023 0:01,2/17/2023 0:01,2/17/2023 23:59,0.069645,0.07,0.069,0.069,61,Greed,2/17/2023,59,43,19,0,0
2/18/2023 0:01,2/19/2023 0:01,2/18/2023 0:01,2/18/2023 23:59,0.068942,0.069,0.068,0.069,60,Greed,2/18/2023,43,36,17,0,0
2/19/2023 0:01,2/20/2023 0:01,2/19/2023 0:01,2/19/2023 23:59,0.068678,0.069,0.068,0.069,60,Greed,2/19/2023,42,36,16,61,0
2/20/2023 0:01,2/21/2023 0:01,2/20/2023 0:01,2/20/2023 23:59,0.069209,0.07,0.068,0.069,58,Greed,2/20/2023,51,46,20,0,0
2/21/2023 0:01,2/22/2023 0:01,2/21/2023 0:01,2/21/2023 23:59,0.068572,0.069,0.068,0.068,60,Greed,2/21/2023,55,44,21,0,0
2/22/2023 0:01,2/23/2023 0:01,2/22/2023 0:01,2/22/2023 23:59,0.067879,0.068,0.068,0.068,59,Greed,2/22/2023,49,35,19,0,63
2/23/2023 0:01,2/24/2023 0:01,2/23/2023 0:01,2/23/2023 23:59,0.067944,0.069,0.068,0.069,56,Greed,2/23/2023,47,33,17,0,0
2/24/2023 0:01,2/25/2023 0:01,2/24/2023 0:01,2/24/2023 23:59,0.06895,0.07,0.068,0.069,53,Neutral,2/24/2023,46,34,18,0,0
2/25/2023 0:01,2/26/2023 0:01,2/25/2023 0:01,2/25/2023 23:59,0.069345,0.07,0.068,0.069,52,Neutral,2/25/2023,43,30,17,0,0
2/26/2023 0:01,2/27/2023 0:01,2/26/2023 0:01,2/26/2023 23:59,0.068848,0.07,0.069,0.07,51,Neutral,2/26/2023,38,33,15,0,0
2/27/2023 0:01,2/28/2023 0:01,2/27/2023 0:01,2/27/2023 23:59,0.069681,0.07,0.069,0.07,50,Neutral,2/27/2023,43,33,20,0,0
2/28/2023 0:01,3/1/2023 0:01,2/28/2023 0:01,2/28/2023 23:59,0.069536,0.07,0.069,0.069,53,Neutral,2/28/2023,39,34,18,0,0
3/1/2023 0:01,3/2/2023 0:01,3/1/2023 0:01,3/1/2023 23:59,0.069371,0.07,0.069,0.07,50,Neutral,3/1/2023,40,32,19,0,0
3/2/2023 0:01,3/3/2023 0:01,3/2/2023 0:01,3/2/2023 23:59,0.07048,0.071,0.07,0.07,51,Neutral,3/2/2023,40,32,18,0,0
3/3/2023 0:01,3/4/2023 0:01,3/3/2023 0:01,3/3/2023 23:59,0.070216,0.07,0.07,0.07,50,Neutral,3/3/2023,50,33,18,87,0
3/4/2023 0:01,3/5/2023 0:01,3/4/2023 0:01,3/4/2023 23:59,0.070208,0.07,0.07,0.07,50,Neutral,3/4/2023,40,30,16,0,0
3/5/2023 0:01,3/6/2023 0:01,3/5/2023 0:01,3/5/2023 23:59,0.070105,0.07,0.07,0.07,47,Neutral,3/5/2023,37,28,15,0,0
3/6/2023 0:01,3/7/2023 0:01,3/6/2023 0:01,3/6/2023 23:59,0.069754,0.07,0.07,0.07,48,Neutral,3/6/2023,43,30,19,0,0
3/7/2023 0:01,3/8/2023 0:01,3/7/2023 0:01,3/7/2023 23:59,0.069876,0.07,0.07,0.07,49,Neutral,3/7/2023,39,30,22,0,68
3/8/2023 0:01,3/9/2023 0:01,3/8/2023 0:01,3/8/2023 23:59,0.070355,0.071,0.07,0.071,50,Neutral,3/8/2023,41,28,27,0,50
3/9/2023 0:01,3/10/2023 0:01,3/9/2023 0:01,3/9/2023 23:59,0.07061,0.072,0.07,0.071,44,Fear,3/9/2023,52,35,26,45,66
3/10/2023 0:01,3/11/2023 0:01,3/10/2023 0:01,3/10/2023 23:59,0.070533,0.071,0.07,0.071,34,Fear,3/10/2023,72,43,25,100,0
3/11/2023 0:01,3/12/2023 0:01,3/11/2023 0:01,3/11/2023 23:59,0.070788,0.072,0.071,0.072,33,Fear,3/11/2023,57,37,24,58,0
3/12/2023 0:01,3/13/2023 0:01,3/12/2023 0:01,3/12/2023 23:59,0.071946,0.074,0.071,0.072,33,Fear,3/12/2023,55,35,24,70,0
3/13/2023 0:01,3/14/2023 0:01,3/13/2023 0:01,3/13/2023 23:59,0.071836,0.072,0.069,0.069,49,Neutral,3/13/2023,90,53,28,62,64
3/14/2023 0:01,3/15/2023 0:01,3/14/2023 0:01,3/14/2023 23:59,0.069387,0.07,0.067,0.069,56,Greed,3/14/2023,94,63,30,60,48
3/15/2023 0:01,3/16/2023 0:01,3/15/2023 0:01,3/15/2023 23:59,0.068859,0.069,0.067,0.068,50,Neutral,3/15/2023,73,45,28,0,0
3/16/2023 0:01,3/17/2023 0:01,3/16/2023 0:01,3/16/2023 23:59,0.067945,0.068,0.067,0.067,52,Neutral,3/16/2023,63,41,28,66,0
3/17/2023 0:01,3/18/2023 0:01,3/17/2023 0:01,3/17/2023 23:59,0.066946,0.067,0.064,0.065,51,Neutral,3/17/2023,80,56,27,0,49
3/18/2023 0:01,3/19/2023 0:01,3/18/2023 0:01,3/18/2023 23:59,0.06533,0.067,0.065,0.065,64,Greed,3/18/2023,80,56,27,0,49
3/19/2023 0:01,3/20/2023 0:01,3/19/2023 0:01,3/19/2023 23:59,0.065369,0.066,0.064,0.064,63,Greed,3/19/2023,87,54,28,0,0
3/20/2023 0:01,3/21/2023 0:01,3/20/2023 0:01,3/20/2023 23:59,0.063669,0.064,0.062,0.063,66,Greed,3/20/2023,100,55,29,0,48
3/21/2023 0:01,3/22/2023 0:01,3/21/2023 0:01,3/21/2023 23:59,0.062503,0.065,0.062,0.064,68,Greed,3/21/2023,82,51,90,0,57
3/22/2023 0:01,3/23/2023 0:01,3/22/2023 0:01,3/22/2023 23:59,0.064099,0.064,0.063,0.064,62,Greed,3/22/2023,84,56,76,72,63
3/23/2023 0:01,3/24/2023 0:01,3/23/2023 0:01,3/23/2023 23:59,0.063642,0.065,0.063,0.064,57,Greed,3/23/2023,81,55,47,0,0
3/24/2023 0:01,3/25/2023 0:01,3/24/2023 0:01,3/24/2023 23:59,0.064105,0.064,0.063,0.064,61,Greed,3/24/2023,72,46,39,0,47
3/25/2023 0:01,3/26/2023 0:01,3/25/2023 0:01,3/25/2023 23:59,0.063701,0.064,0.063,0.063,64,Greed,3/25/2023,52,35,36,0,0
3/26/2023 0:01,3/27/2023 0:01,3/26/2023 0:01,3/26/2023 23:59,0.063422,0.064,0.063,0.063,64,Greed,3/26/2023,51,36,36,0,0
3/27/2023 0:01,3/28/2023 0:01,3/27/2023 0:01,3/27/2023 23:59,0.063424,0.064,0.063,0.063,64,Greed,3/27/2023,66,44,49,0,0
3/28/2023 0:01,3/29/2023 0:01,3/28/2023 0:01,3/28/2023 23:59,0.063194,0.065,0.063,0.065,59,Greed,3/28/2023,61,42,84,0,0
3/29/2023 0:01,3/30/2023 0:01,3/29/2023 0:01,3/29/2023 23:59,0.06503,0.065,0.063,0.063,57,Greed,3/29/2023,65,45,100,0,46
3/30/2023 0:01,3/31/2023 0:01,3/30/2023 0:01,3/30/2023 23:59,0.063247,0.064,0.063,0.064,60,Greed,3/30/2023,67,45,75,0,0
3/31/2023 0:01,4/1/2023 0:01,3/31/2023 0:01,3/31/2023 23:59,0.063985,0.065,0.064,0.064,63,Greed,3/31/2023,63,43,63,64,0
4/1/2023 0:01,4/2/2023 0:01,4/1/2023 0:01,4/1/2023 23:59,0.063987,0.064,0.064,0.064,61,Greed,4/1/2023,52,41,51,0,52
4/2/2023 0:01,4/3/2023 0:01,4/2/2023 0:01,4/2/2023 23:59,0.063992,0.064,0.064,0.064,63,Greed,4/2/2023,54,36,47,0,0
4/3/2023 0:01,4/4/2023 0:01,4/3/2023 0:01,4/3/2023 23:59,0.063692,0.065,0.064,0.065,63,Greed,4/3/2023,59,41,47,0,0
4/4/2023 0:01,4/5/2023 0:01,4/4/2023 0:01,4/4/2023 23:59,0.065123,0.067,0.065,0.066,62,Greed,4/4/2023,60,49,46,0,0
4/5/2023 0:01,4/6/2023 0:01,4/5/2023 0:01,4/5/2023 23:59,0.066413,0.068,0.066,0.068,62,Greed,4/5/2023,60,60,44,0,0
4/6/2023 0:01,4/7/2023 0:01,4/6/2023 0:01,4/6/2023 23:59,0.067753,0.068,0.067,0.067,63,Greed,4/6/2023,59,49,40,0,0
4/7/2023 0:01,4/8/2023 0:01,4/7/2023 0:01,4/7/2023 23:59,0.066789,0.067,0.066,0.067,64,Greed,4/7/2023,51,40,40,0,0
4/8/2023 0:01,4/9/2023 0:01,4/8/2023 0:01,4/8/2023 23:59,0.066783,0.067,0.066,0.066,61,Greed,4/8/2023,46,36,33,0,0
4/9/2023 0:01,4/10/2023 0:01,4/9/2023 0:01,4/9/2023 23:59,0.066173,0.066,0.065,0.066,61,Greed,4/9/2023,45,38,29,0,0
4/10/2023 0:01,4/11/2023 0:01,4/10/2023 0:01,4/10/2023 23:59,0.065623,0.066,0.064,0.064,62,Greed,4/10/2023,69,50,38,0,0
4/11/2023 0:01,4/12/2023 0:01,4/11/2023 0:01,4/11/2023 23:59,0.064451,0.065,0.063,0.063,68,Greed,4/11/2023,95,73,43,0,52
4/12/2023 0:01,4/13/2023 0:01,4/12/2023 0:01,4/12/2023 23:59,0.062578,0.064,0.062,0.064,65,Greed,4/12/2023,76,72,39,0,0
4/13/2023 0:01,4/14/2023 0:01,4/13/2023 0:01,4/13/2023 23:59,0.064151,0.067,0.063,0.066,61,Greed,4/13/2023,71,87,37,0,43
4/14/2023 0:01,4/15/2023 0:01,4/14/2023 0:01,4/14/2023 23:59,0.066241,0.069,0.066,0.069,68,Greed,4/14/2023,70,100,44,0,0
4/15/2023 0:01,4/16/2023 0:01,4/15/2023 0:01,4/15/2023 23:59,0.068928,0.07,0.068,0.069,68,Greed,4/15/2023,57,61,32,0,0
4/16/2023 0:01,4/17/2023 0:01,4/16/2023 0:01,4/16/2023 23:59,0.069008,0.07,0.069,0.07,68,Greed,4/16/2023,53,58,29,0,55
4/17/2023 0:01,4/18/2023 0:01,4/17/2023 0:01,4/17/2023 23:59,0.069918,0.071,0.07,0.07,69,Greed,4/17/2023,64,59,31,0,0
4/18/2023 0:01,4/19/2023 0:01,4/18/2023 0:01,4/18/2023 23:59,0.07048,0.071,0.069,0.069,58,Greed,4/18/2023,61,58,36,0,52
4/19/2023 0:01,4/20/2023 0:01,4/19/2023 0:01,4/19/2023 23:59,0.069231,0.069,0.067,0.067,63,Greed,4/19/2023,60,56,37,0,0
4/20/2023 0:01,4/21/2023 0:01,4/20/2023 0:01,4/20/2023 23:59,0.067162,0.069,0.067,0.069,52,Neutral,4/20/2023,60,46,33,0,0
4/21/2023 0:01,4/22/2023 0:01,4/21/2023 0:01,4/21/2023 23:59,0.068788,0.069,0.067,0.068,50,Neutral,4/21/2023,52,47,29,0,0
4/22/2023 0:01,4/23/2023 0:01,4/22/2023 0:01,4/22/2023 23:59,0.067816,0.068,0.067,0.067,53,Neutral,4/22/2023,45,39,24,0,0
4/23/2023 0:01,4/24/2023 0:01,4/23/2023 0:01,4/23/2023 23:59,0.067373,0.068,0.067,0.067,56,Greed,4/23/2023,47,36,22,0,0
4/24/2023 0:01,4/25/2023 0:01,4/24/2023 0:01,4/24/2023 23:59,0.067492,0.068,0.067,0.067,53,Neutral,4/24/2023,56,43,29,0,0
4/25/2023 0:01,4/26/2023 0:01,4/25/2023 0:01,4/25/2023 23:59,0.06695,0.067,0.066,0.066,53,Neutral,4/25/2023,53,41,28,52,0
4/26/2023 0:01,4/27/2023 0:01,4/26/2023 0:01,4/26/2023 23:59,0.065944,0.066,0.065,0.066,56,Greed,4/26/2023,65,46,36,53,61
